,CITY,STATE,POP_GDP,GDP_CAPITA,GVA_MAIN,MUN_EXPENDIT,COMP_TOT,COMP_A,COMP_B,COMP_C,COMP_D,COMP_E,COMP_F,COMP_G,COMP_H,COMP_I,COMP_J,COMP_K,COMP_L,COMP_M,COMP_N,COMP_O,COMP_P,COMP_Q,COMP_R,COMP_S,COMP_T,COMP_U,HOTELS,BEDS,Pr_Agencies,Pu_Agencies,Pr_Bank,Pu_Bank,Pr_Assets,Pu_Assets,Cars,Motorcycles,Wheeled_tractor,UBER,MAC,WAL-MART,POST_OFFICES
2181,Iomerê,SC,2899,33445.0,"Pecuária, inclusive apoio à pecuária",14955911,96,1,0,15,0,0,2,25,16,7,0,0,1,3,7,2,2,1,2,12,0,0,0,0,0,0,0,0,0,0,1097,379,0,0,0,0,1
2182,Ipaba,MG,18225,7287.0,"Administração, defesa, educação e saúde públicas e seguridade social",22784625,186,6,1,15,0,0,8,93,8,5,2,0,1,6,10,2,8,4,3,14,0,0,0,0,0,1,0,1,0,29004136,2468,896,0,0,0,0,2
2183,Ipameri,GO,26563,44237.0,Indústrias de transformação,78849743,825,20,1,68,0,3,14,343,71,43,6,4,1,31,12,4,22,121,8,53,0,0,1,75,2,2,2,2,43256405,517706339,6579,3681,0,0,0,0,3
2184,Ipanema,MG,19603,10962.0,Demais serviços,32856643,474,5,7,63,0,1,14,251,18,16,5,0,3,9,10,2,7,27,5,31,0,0,0,0,1,1,1,1,40590987,138096568,4403,4493,0,0,0,0,1
2185,Ipanguaçu,RN,15308,8878.0,"Administração, defesa, educação e saúde públicas e seguridade social",27351118,102,3,1,8,0,0,7,55,3,4,0,0,0,3,3,2,6,2,1,4,0,0,0,0,0,1,0,1,0,33260182,1220,2213,0,0,0,0,2
2186,Ipaporanga,CE,11499,6414.0,"Administração, defesa, educação e saúde públicas e seguridade social",24383425,104,0,0,5,0,3,5,45,1,1,2,0,0,2,1,2,14,2,2,19,0,0,0,0,0,0,0,0,0,0,537,2969,0,0,0,0,2
2187,Ipatinga,MG,259324,32711.0,Demais serviços,577206606,6676,8,3,436,2,12,402,2599,310,464,145,92,90,410,519,7,248,452,124,353,0,0,4,422,16,9,4,2,2440541037,3785456603,87973,39709,52,1,2,0,6
2188,Ipaumirim,CE,12327,7560.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,118,0,0,5,0,0,2,83,1,3,0,0,0,3,4,2,2,3,1,9,0,0,0,0,1,0,1,0,49345947,0,3668,4108,0,0,0,0,3
2189,Ipaussu,SP,14674,25058.0,Demais serviços,39804095,322,22,0,43,0,0,8,137,23,23,7,0,1,7,4,2,11,4,3,27,0,0,0,0,1,2,1,2,39681503,174322030,4081,1171,0,0,0,0,1
2190,Ipecaetá,BA,15596,5068.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,46,1,0,3,0,0,1,25,5,0,0,0,0,0,1,4,2,0,0,4,0,0,0,0,1,0,1,0,39985755,0,658,780,0,0,0,0,2
2191,Iperó,SP,34149,13953.0,Demais serviços,78505887,592,23,8,95,0,1,35,215,18,56,3,6,4,12,42,2,26,8,13,25,0,0,0,0,2,1,2,1,128935911,105628584,6420,2199,3,0,0,0,3
2192,Ipeúna,SP,7047,93627.0,Indústrias de transformação,25198108,235,25,5,34,0,1,12,83,22,11,1,2,3,6,6,2,6,1,4,11,0,0,0,0,1,1,1,1,54704350,23562987,2412,655,1,0,0,0,1
2193,Ipiaçu,MG,4277,19433.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",0,82,4,2,5,0,0,1,34,1,1,0,0,0,2,3,4,6,2,0,17,0,0,0,0,0,0,0,0,0,0,721,807,1,0,0,0,1
2194,Ipiaú,BA,47606,9023.0,Demais serviços,0,902,3,1,48,0,0,26,521,12,50,7,3,6,35,28,2,44,53,12,51,0,0,1,65,1,3,1,3,71493875,648668991,5033,6920,1,0,0,0,1
2195,Ipiguá,SP,5101,16787.0,"Administração, defesa, educação e saúde públicas e seguridade social",14968589,100,11,0,13,0,2,9,33,3,2,2,1,2,4,4,3,3,0,0,8,0,0,0,0,0,0,0,0,0,0,1019,415,0,0,0,0,1
2196,Ipira,SC,4599,17635.0,"Administração, defesa, educação e saúde públicas e seguridade social",16270770,132,0,0,16,0,0,7,67,16,8,0,0,0,4,3,1,1,4,1,4,0,0,0,0,0,0,0,0,0,0,2036,841,1,0,0,0,1
2197,Ipiranga,PR,15059,26301.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",41034122,295,8,0,18,0,1,12,160,27,9,4,0,0,8,4,2,4,8,6,24,0,0,0,0,1,1,1,1,28013063,98812660,4377,1705,0,0,0,0,1
2198,Ipiranga De Goiás,GO,2944,18285.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",0,57,1,0,7,0,0,0,26,11,0,0,0,0,1,1,6,1,0,1,2,0,0,0,0,0,0,0,0,0,0,520,536,1,0,0,0,1
2199,Ipiranga Do Norte,MT,6903,89907.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",31551354,129,10,0,4,0,2,2,59,15,4,0,2,0,6,5,3,5,1,0,11,0,0,1,43,0,1,0,1,0,151060964,1124,1092,0,0,0,0,1
2200,Ipiranga Do Piauí,PI,9626,7101.0,"Administração, defesa, educação e saúde públicas e seguridade social",18370234,78,1,0,4,0,1,0,46,2,3,1,0,1,2,1,2,0,3,0,11,0,0,0,0,0,0,0,0,0,0,603,960,0,0,0,0,1
2201,Ipiranga Do Sul,RS,1978,46012.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",12501568,78,1,0,6,0,0,2,27,9,3,0,0,0,6,3,1,4,2,3,11,0,0,0,0,0,1,0,1,0,38580260,843,266,2,0,0,0,1
2202,Ipirá,BA,62697,11054.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,997,4,3,101,0,4,35,477,48,32,14,3,4,21,30,3,71,29,15,103,0,0,1,80,1,3,1,3,165988020,396618283,4582,9345,0,0,0,0,1
2203,Ipixuna,AM,27587,4534.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,26,0,0,1,0,0,0,9,0,0,0,0,0,0,1,2,11,0,0,2,0,0,0,0,1,0,1,0,10527704,0,7,8,0,0,0,0,1
2204,Ipixuna Do Pará,PA,60433,7922.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,113,11,0,15,0,0,5,62,1,1,0,1,1,0,3,2,4,1,1,5,0,0,0,0,1,2,1,2,18771335,86349172,748,1615,0,0,0,0,1
2205,Ipojuca,PE,92965,115459.0,Indústrias de transformação,598675971,1332,6,3,69,0,4,30,522,58,348,5,2,14,21,120,3,30,14,18,65,0,0,33,1454,3,5,3,3,271522674,497658135,10571,6446,1,0,0,0,5
2206,Iporanga,SP,4316,10156.0,"Administração, defesa, educação e saúde públicas e seguridade social",17741034,88,17,0,2,0,0,1,24,5,12,1,0,0,0,5,2,3,1,0,15,0,0,1,42,0,0,0,0,0,0,605,247,0,0,0,0,1
2207,Iporá,GO,32218,18041.0,Demais serviços,0,1020,16,4,79,0,0,29,551,43,49,25,5,3,44,53,8,24,30,9,48,0,0,0,0,2,2,2,2,102579486,813793123,10474,10431,1,0,0,0,1
2208,Iporã,PR,14794,24208.0,Demais serviços,34591966,438,2,0,65,0,2,5,204,23,19,7,3,3,14,4,3,11,20,5,48,0,0,0,0,2,2,2,2,64346702,391303476,4975,3389,3,0,0,0,3
2209,Iporã Do Oeste,SC,8876,27449.0,Demais serviços,23560397,375,0,1,50,0,2,10,143,97,17,5,4,0,11,8,3,5,6,3,10,0,0,0,0,1,1,1,1,43869626,122166755,3413,1802,0,0,0,0,1
2210,Ipu,CE,41485,8053.0,"Administração, defesa, educação e saúde públicas e seguridade social",81591675,587,3,0,36,0,3,28,344,14,35,5,0,3,12,17,4,42,17,9,15,0,0,0,0,1,2,1,2,15774276,295289127,3216,9624,0,0,0,0,6
2211,Ipuaçu,SC,7331,31776.0,"Eletricidade e gás, água, esgoto, atividades de gestão de resíduos e descontaminação",0,167,1,0,10,2,0,2,61,17,11,0,0,0,5,7,2,4,3,2,40,0,0,0,0,0,0,0,0,0,0,1614,739,0,0,0,0,1
2212,Ipubi,PE,30091,8490.0,"Administração, defesa, educação e saúde públicas e seguridade social",57639510,229,1,13,77,0,0,1,85,3,2,1,0,0,1,1,5,25,3,1,10,0,0,0,0,1,0,1,0,25422613,0,1448,4270,0,0,0,0,3
2213,Ipueira,RN,2236,10274.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,24,0,0,0,0,0,0,11,0,0,0,0,0,0,1,4,3,0,1,4,0,0,0,0,0,0,0,0,0,0,196,326,0,0,0,0,1
2214,Ipueiras,CE,37957,5794.0,"Administração, defesa, educação e saúde públicas e seguridade social",77528812,475,1,0,24,0,1,6,264,8,12,7,1,0,13,10,3,42,9,6,68,0,0,1,30,1,2,1,2,58491833,78680304,1995,8026,0,0,0,0,11
2215,Ipueiras,TO,1918,15778.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,18,1,1,0,0,0,1,7,1,1,0,0,0,1,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,133,229,0,0,0,0,1
2216,Ipuiúna,MG,10082,16680.0,Demais serviços,18482177,317,4,0,28,0,0,13,184,11,26,5,1,0,5,6,2,6,8,3,15,0,0,0,0,0,1,0,1,0,104946052,3597,945,0,0,0,0,1
2217,Ipumirim,SC,7530,41149.0,Indústrias de transformação,26176150,385,9,0,21,1,2,9,98,65,12,1,1,7,13,8,3,13,10,17,95,0,0,0,0,0,1,0,1,0,114888773,2778,1189,3,0,0,0,1
2218,Ipupiara,BA,10107,7334.0,"Administração, defesa, educação e saúde públicas e seguridade social",22528022,161,0,0,4,0,0,3,94,0,1,1,0,1,3,1,6,17,5,2,23,0,0,0,0,1,1,1,1,54561269,33412738,634,1086,0,0,0,0,2
2219,Ipuã,SP,15752,22446.0,Demais serviços,51519663,424,13,0,18,0,1,6,257,18,23,1,1,2,11,19,7,15,13,3,16,0,0,0,0,1,1,1,1,51238295,135462846,4469,1627,0,0,0,0,2
2220,Ipê,RS,6448,33982.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",17040856,306,7,10,66,0,3,9,97,33,20,1,2,3,8,4,6,8,3,3,23,0,0,0,0,0,2,0,2,0,98047775,2422,438,8,0,0,0,3
2221,Iracema,RR,10592,12950.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,50,2,0,0,0,0,2,37,1,0,0,0,0,0,1,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,279,646,0,0,0,0,1
2222,Iracema,CE,14098,8837.0,"Administração, defesa, educação e saúde públicas e seguridade social",34807277,210,1,0,8,0,0,5,126,2,1,1,0,3,3,3,6,18,5,3,25,0,0,0,0,0,1,0,1,0,49360909,848,4044,0,0,0,0,3
2223,Iracema Do Oeste,PR,2487,30412.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",11988712,47,2,0,5,0,0,1,27,2,1,1,0,0,0,2,2,1,1,0,2,0,0,0,0,0,0,0,0,0,0,792,381,0,0,0,0,1
2224,Iraceminha,SC,4103,23652.0,"Pecuária, inclusive apoio à pecuária",14270757,192,0,0,14,0,0,6,44,22,5,0,0,0,5,3,2,6,1,29,55,0,0,0,0,0,0,0,0,0,0,1487,564,0,0,0,0,2
2225,Iracemápolis,SP,22914,50771.0,Demais serviços,64664576,809,26,0,136,0,5,28,281,120,37,15,9,7,35,36,2,18,18,7,29,0,0,0,0,2,3,2,2,142824188,1187881763,9108,2961,1,0,0,0,1
2226,Irajuba,BA,7497,7642.0,"Administração, defesa, educação e saúde públicas e seguridade social",18677713,47,1,0,1,0,0,1,36,0,2,1,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,430,437,0,0,0,0,1
2227,Iramaia,BA,10184,7663.0,"Administração, defesa, educação e saúde públicas e seguridade social",27837084,72,0,0,1,0,0,0,49,3,0,1,0,0,0,1,2,1,2,2,10,0,0,0,0,0,0,0,0,0,0,434,563,0,0,0,0,2
2228,Iranduba,AM,46703,13618.0,"Administração, defesa, educação e saúde públicas e seguridade social",89870159,253,4,0,37,1,1,10,88,12,10,1,0,7,7,8,4,39,4,1,19,0,0,2,245,1,2,1,2,26244990,129874430,1703,3207,1,0,0,0,6
2229,Irani,SC,10202,19245.0,Demais serviços,21909858,334,9,0,38,0,0,14,126,66,21,2,1,1,8,15,2,5,10,4,12,0,0,0,0,0,1,0,1,0,54812411,4065,797,4,0,0,0,1
2230,Irapuru,SP,8217,10226.0,Demais serviços,16432554,254,107,0,3,0,0,3,84,15,11,2,2,0,2,5,2,2,2,2,12,0,0,0,0,2,0,2,0,97414462,0,2079,478,0,0,0,0,1
2231,Irapuã,SP,7827,18631.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",17752855,291,67,0,15,0,0,6,112,19,16,2,0,1,6,15,2,5,6,4,15,0,0,0,0,0,1,0,1,0,33571904,2389,568,0,0,0,0,1
2232,Iraquara,BA,25279,13100.0,Indústrias de transformação,0,205,2,0,3,0,0,1,77,4,7,3,1,0,4,8,2,23,6,4,60,0,0,1,50,1,2,1,2,14490678,124239090,2009,1352,0,0,0,0,2
2233,Irará,BA,29723,8084.0,"Administração, defesa, educação e saúde públicas e seguridade social",60601958,210,2,1,15,0,0,6,140,5,3,3,1,0,2,8,2,8,7,2,5,0,0,0,0,1,2,1,2,56451627,131966653,2606,3307,0,0,0,0,2
2234,Irati,PR,60070,26207.0,Demais serviços,111256698,1670,23,2,177,0,5,68,741,94,82,29,13,17,70,46,3,78,105,29,88,0,0,0,0,2,2,2,2,276620340,1009421035,22865,6551,5,0,0,0,4
2235,Irati,SC,2004,19621.0,"Administração, defesa, educação e saúde públicas e seguridade social",11213371,47,0,0,6,0,1,1,20,13,1,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,681,435,0,0,0,0,1
2236,Irauçuba,CE,23704,6772.0,"Administração, defesa, educação e saúde públicas e seguridade social",46270386,219,0,1,18,0,0,7,146,4,8,3,0,0,3,6,3,5,5,3,7,0,0,0,0,0,0,0,0,0,0,974,3463,0,0,0,0,4
2237,Iraí,RS,7969,19595.0,Demais serviços,17593050,188,1,0,17,0,0,7,96,22,11,2,0,0,9,2,1,5,6,1,8,0,0,3,270,0,2,0,2,0,95860074,2447,1110,1,0,0,0,1
2238,Iraí De Minas,MG,6929,30867.0,Demais serviços,18553498,184,7,2,4,0,1,4,81,25,6,4,1,2,10,8,2,3,9,1,14,0,0,0,0,0,1,0,1,0,119608679,2034,826,0,0,0,0,2
2239,Irecê,BA,73915,13749.0,Demais serviços,134268922,1902,6,3,109,0,3,38,1131,30,79,29,5,7,70,59,3,43,161,22,104,0,0,0,0,2,3,2,3,210118525,8091899483,12310,14090,0,0,0,0,3
2240,Iretama,PR,10648,21256.0,Demais serviços,26183352,191,7,0,8,0,0,4,88,12,9,1,0,0,6,10,8,9,7,4,18,0,0,0,0,1,1,1,1,31929856,67977739,2898,1614,0,0,0,0,2
2241,Irineópolis,SC,11061,29399.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",26450396,186,7,2,15,0,0,5,86,10,11,2,1,1,5,2,7,2,6,3,21,0,0,0,0,0,1,0,1,0,100374202,3451,1593,6,0,0,0,2
2242,Irituia,PA,31664,6921.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,139,2,1,15,0,0,2,40,0,3,1,0,0,2,1,2,47,1,1,21,0,0,0,0,0,1,0,1,0,28315781,688,1821,0,0,0,0,1
2243,Irupi,ES,13240,17627.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",32054599,253,1,4,18,0,0,3,125,15,12,2,0,0,12,6,2,13,8,4,28,0,0,0,0,0,1,0,1,0,18914831,3024,2816,6,0,0,0,2
2244,Isaías Coelho,PI,8424,5882.0,"Administração, defesa, educação e saúde públicas e seguridade social",16579888,60,0,0,0,0,0,0,35,0,0,0,0,0,0,0,2,17,1,0,5,0,0,0,0,0,0,0,0,0,0,153,588,0,0,0,0,1
2245,Israelândia,GO,2916,15650.0,"Administração, defesa, educação e saúde públicas e seguridade social",12577675,56,1,7,6,0,0,1,24,4,1,0,0,0,1,4,2,1,0,0,4,0,0,0,0,0,0,0,0,0,0,458,382,0,0,0,0,1
2246,Itaara,RS,5357,16287.0,"Administração, defesa, educação e saúde públicas e seguridade social",15093249,125,1,2,19,0,0,8,47,6,10,1,3,0,4,3,2,2,5,4,8,0,0,0,0,0,0,0,0,0,0,1754,474,19,0,0,0,1
2247,Itabaiana,SE,94393,17261.0,Demais serviços,133979058,1915,5,10,228,0,1,50,1005,77,102,18,16,25,68,72,5,42,76,29,86,0,0,0,0,1,5,1,4,128848881,1740265552,13838,32331,1,0,0,0,1
2248,Itabaiana,PB,24519,10549.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,275,4,0,13,0,1,9,158,4,11,5,1,9,8,7,3,11,4,6,21,0,0,0,0,1,2,1,2,13235435,362593235,2332,3614,0,0,0,0,3
2249,Itabaianinha,SE,41686,9804.0,"Administração, defesa, educação e saúde públicas e seguridade social",75056934,381,3,1,92,0,1,5,138,5,7,3,2,0,7,6,5,46,7,4,49,0,0,0,0,1,3,1,3,23334668,285824634,2760,6154,0,0,0,0,1
2250,Itabela,BA,31244,10596.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,346,5,1,29,0,3,9,216,5,12,5,0,2,9,11,3,12,5,2,17,0,0,0,0,1,2,1,2,60300118,95039592,2405,3996,0,0,0,0,1
2251,Itaberaba,BA,66592,12008.0,Demais serviços,139656111,1232,17,7,67,0,3,57,610,27,63,15,3,14,61,48,10,64,62,25,79,0,0,2,186,1,3,1,3,119204047,763164026,7055,12153,0,0,0,0,1
2252,Itaberaí,GO,40259,26430.0,Demais serviços,90723130,1100,31,2,89,0,2,51,465,193,40,12,6,9,28,29,7,35,57,11,33,0,0,0,0,3,2,2,2,111513780,794883475,11210,9069,1,0,0,0,1
2253,Itaberá,SP,17946,32219.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",44750857,866,488,5,16,0,0,14,181,39,28,1,5,2,6,9,2,14,20,2,34,0,0,0,0,2,1,2,1,265804927,100339556,4359,1880,1,0,0,0,4
2254,Itabi,SE,5002,10276.0,"Administração, defesa, educação e saúde públicas e seguridade social",12849486,44,0,0,2,0,0,1,22,0,3,1,0,0,2,0,4,2,0,0,7,0,0,0,0,0,1,0,1,0,27017173,412,854,1,0,0,0,1
2255,Itabira,MG,118481,30167.0,Indústrias extrativas,419854679,2793,18,9,166,0,3,129,1027,89,229,45,59,40,132,292,4,113,176,53,209,0,0,2,265,6,2,4,2,766505757,1300469343,36155,13571,4,1,0,0,4
2256,Itabirinha,MG,11434,8791.0,"Administração, defesa, educação e saúde públicas e seguridade social",19841379,201,0,3,16,0,2,11,113,7,5,3,0,0,7,4,2,3,4,3,18,0,0,1,31,0,1,0,1,0,59970534,1637,2852,0,0,0,0,2
2257,Itabirito,MG,50305,52884.0,Indústrias extrativas,0,1822,10,16,120,1,4,118,634,156,147,26,15,52,80,121,3,75,56,47,141,0,0,2,82,3,2,3,2,503758002,651015999,17940,6945,3,0,0,0,2
2258,Itaboraí,RJ,230786,18864.0,"Administração, defesa, educação e saúde públicas e seguridade social",362111922,2820,6,8,229,0,14,130,1186,74,207,26,13,37,89,206,3,127,97,29,339,0,0,2,270,8,3,3,2,919383173,1521130475,54157,15481,3,0,1,0,14
2259,Itabuna,BA,220386,17514.0,Demais serviços,436360943,4815,19,3,267,1,15,172,2337,124,269,75,40,33,195,358,7,218,399,52,231,0,0,1,118,5,8,3,3,882292532,9182881770,35144,27170,1,1,1,1,3
2260,Itacajá,TO,7434,11459.0,"Administração, defesa, educação e saúde públicas e seguridade social",15760850,55,0,0,2,0,1,1,36,0,2,0,0,0,2,1,3,0,2,0,5,0,0,0,0,0,0,0,0,0,0,359,1563,0,0,0,0,1
2261,Itacambira,MG,5343,10870.0,"Administração, defesa, educação e saúde públicas e seguridade social",12401218,70,2,4,1,0,0,0,20,2,3,0,0,0,0,0,2,6,0,0,30,0,0,0,0,0,0,0,0,0,0,87,155,0,0,0,0,1
2262,Itacarambi,MG,18414,9992.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,500,8,1,21,0,0,10,260,21,24,1,1,1,9,12,4,25,47,2,53,0,0,0,0,1,1,1,1,30169680,84626412,1395,3145,0,0,0,0,1
2263,Itacaré,BA,28013,9397.0,Demais serviços,0,556,10,0,10,0,0,20,219,3,190,5,2,3,10,26,2,21,7,6,22,0,0,23,780,1,2,1,2,11747458,70521478,952,1062,0,0,0,0,1
2264,Itacoatiara,AM,98503,20861.0,Demais serviços,0,894,20,1,52,1,4,20,472,40,52,11,2,3,22,25,4,67,21,6,71,0,0,0,0,2,3,2,3,89452350,580513190,3138,18349,0,0,0,0,2
2265,Itacuruba,PE,4807,11060.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,25,3,0,0,0,0,0,10,0,0,0,0,0,0,0,3,1,0,0,8,0,0,0,0,0,0,0,0,0,0,262,319,0,0,0,0,1
2266,Itacurubi,RS,3552,26649.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",14295638,53,0,0,3,0,0,0,21,3,2,0,1,0,0,2,2,5,0,1,13,0,0,0,0,0,1,0,1,0,15008939,770,354,1,0,0,0,1
2267,Itaeté,BA,16519,5285.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,75,2,0,1,0,0,0,54,1,5,0,0,0,0,3,2,4,1,0,2,0,0,1,30,0,0,0,0,0,0,702,1258,0,0,0,0,1
2268,Itagi,BA,13276,8089.0,"Administração, defesa, educação e saúde públicas e seguridade social",23404182,109,2,0,1,0,0,2,67,3,2,0,0,0,1,2,4,10,3,0,12,0,0,0,0,1,1,1,1,7264875,19036015,542,1011,0,0,0,0,1
2269,Itagibá,BA,15669,11946.0,"Administração, defesa, educação e saúde públicas e seguridade social",35584596,113,2,1,9,0,1,5,56,3,5,3,0,7,1,5,2,2,2,1,8,0,0,0,0,0,1,0,1,0,29310426,705,845,0,0,0,0,2
2270,Itagimirim,BA,7319,14791.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,47,2,3,0,0,0,1,26,1,7,0,0,0,1,2,2,1,0,0,1,0,0,0,0,1,0,1,0,40389091,0,546,470,0,0,0,0,2
2271,Itaguajé,PR,4629,20066.0,"Administração, defesa, educação e saúde públicas e seguridade social",17040223,115,4,0,3,0,0,2,44,18,5,0,0,2,5,8,5,4,8,2,5,0,0,0,0,1,0,1,0,18390082,0,1711,682,0,0,0,0,1
2272,Itaguara,MG,13253,17707.0,Demais serviços,28077772,413,3,1,37,0,3,11,169,58,17,10,4,6,17,11,10,11,11,6,28,0,0,0,0,1,1,1,1,135263393,65749613,4220,2749,5,0,0,0,1
2273,Itaguari,GO,4717,12565.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,92,1,0,24,0,0,0,44,0,3,1,0,1,2,2,5,1,1,3,4,0,0,0,0,0,0,0,0,0,0,1373,791,0,0,0,0,1
2274,Itaguaru,GO,5472,12433.0,Demais serviços,15416592,118,1,0,18,0,0,1,65,1,3,0,1,0,7,3,3,4,3,2,6,0,0,1,14,0,1,0,1,0,77891521,1383,1094,0,0,0,0,1
2275,Itaguatins,TO,6007,9391.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,19,2,1,0,0,0,0,9,1,0,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,233,596,0,0,0,0,1
2276,Itaguaçu,ES,14822,16575.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",35098290,253,2,10,17,0,1,4,121,5,13,1,1,0,10,5,3,15,8,4,33,0,0,0,0,0,3,0,3,0,245013505,2778,3299,2,0,0,0,4
2277,Itaguaçu Da Bahia,BA,14604,5670.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,68,3,0,0,0,0,4,39,1,1,0,0,0,1,2,3,0,1,0,13,0,0,0,0,0,0,0,0,0,0,612,561,0,0,0,0,1
2278,Itaguaí,RJ,120855,65108.0,Demais serviços,0,1768,5,16,93,0,9,83,767,76,176,17,4,25,61,99,5,110,48,28,146,0,0,0,0,8,2,3,2,810235782,1031418431,33375,7106,5,0,1,0,2
2279,Itainópolis,PI,11375,6840.0,"Administração, defesa, educação e saúde públicas e seguridade social",25322226,50,0,0,2,0,0,1,33,0,1,0,0,0,0,1,2,2,3,0,5,0,0,0,0,0,0,0,0,0,0,555,1651,0,0,0,0,1
2280,Itaipava Do Grajaú,MA,15817,4867.0,"Administração, defesa, educação e saúde públicas e seguridade social",23427091,44,0,0,2,0,0,1,33,1,0,0,0,0,1,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,110,829,0,0,0,0,1
2281,Itaipulândia,PR,10413,34703.0,Demais serviços,0,321,7,0,49,0,1,39,105,28,17,6,1,5,10,11,2,3,7,7,23,0,0,0,0,0,1,0,1,0,84487579,3449,1843,0,0,0,0,2
2282,Itaipé,MG,12651,6904.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,99,1,0,5,0,0,5,53,2,3,2,0,0,1,1,4,6,2,1,13,0,0,0,0,1,0,1,0,14796722,0,1018,1573,0,0,0,0,1
2283,Itaitinga,CE,38933,14528.0,Demais serviços,97350349,490,3,5,93,0,2,64,202,26,11,1,4,8,6,27,3,12,2,7,14,0,0,1,20,0,2,0,2,0,241014597,4378,5911,1,0,0,0,4
2284,Itaituba,PA,98485,16261.0,Demais serviços,0,1419,7,20,93,0,0,47,855,41,61,12,3,6,50,63,3,56,34,8,60,0,0,9,470,1,5,1,4,148002838,773672759,7063,28167,1,0,0,0,2
2285,Itaiçaba,CE,7698,7947.0,"Administração, defesa, educação e saúde públicas e seguridade social",16533191,62,11,1,2,0,0,1,33,2,0,0,0,0,1,1,2,1,0,1,6,0,0,0,0,0,0,0,0,0,0,653,1946,0,0,0,0,1
2286,Itaiópolis,SC,21385,31931.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",0,526,12,0,72,1,1,8,245,46,30,11,2,2,24,10,3,29,10,4,16,0,0,0,0,1,2,1,2,14341354,201884155,7907,3497,3,0,0,0,5
2287,Itajaí,SC,208958,92267.0,Comércio e reparação de veículos automotores e motocicletas,889536160,9761,28,4,911,0,28,641,3567,957,571,158,134,272,558,867,13,236,255,121,440,0,0,0,0,14,9,3,3,3087747310,5030952056,87362,48085,76,1,1,0,3
2288,Itajobi,SP,15212,36848.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",49790365,1010,544,0,67,0,3,13,252,26,22,9,5,7,12,8,2,10,10,0,20,0,0,0,0,1,1,1,1,124949417,167115425,6453,2042,0,0,0,0,2
2289,Itaju,SP,3655,25665.0,"Agricultura, inclusive apoio à agricultura e a pós colheita",15764893,97,10,1,15,0,0,1,36,5,7,0,0,4,1,4,2,2,1,3,5,0,0,0,0,0,1,0,1,0,17390467,887,173,0,0,0,0,1
2290,Itaju Do Colônia,BA,7284,8972.0,"Administração, defesa, educação e saúde públicas e seguridade social",18105020,43,0,1,2,0,0,1,26,0,0,0,0,1,2,2,2,0,0,0,6,0,0,0,0,1,0,1,0,14377414,0,260,443,0,0,0,0,2
2291,Itajubá,MG,96523,27397.0,Demais serviços,194547641,3181,5,11,257,3,6,117,1162,81,273,109,38,31,194,263,4,125,290,46,166,0,0,4,438,7,3,4,2,1152393534,1361396716,28387,11909,5,1,0,0,4
2292,Itajuípe,BA,21697,12317.0,"Administração, defesa, educação e saúde públicas e seguridade social",0,226,1,0,9,0,3,5,125,5,6,3,3,0,6,6,3,18,10,4,19,0,0,0,0,1,1,1,1,30774362,44665873,1754,1380,0,0,0,0,2
